property_id,price,categories,bedrooms,bathrooms,garage,area,location,amenities,furnished
1606895603-2546,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606895610-2549,15229,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Furnished
1606895617-2552,12650,Apartment for Rent,3,3,2,200,"Labone, Accra, Ghana",Listed,Furnished
1606895625-2555,17825,Apartment for Rent,3,4,2,220,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606895632-2558,10867,Apartment for Rent,3,3,2,216,"Shiashie, Accra, Ghana",Listed,Not Furnished
1606895640-2561,12650,Apartment for Rent,2,3,0,120,"Labone, Accra, Ghana",Listed,Not Furnished
1606895648-2564,9142,Apartment for Rent,2,2,0,75,"Osu ,Accra,Ghana",Listed,Furnished
1606895656-2566,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606895662-2568,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606895669-2571,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606895677-2574,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606895681-2576,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606895690-2578,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606895708-2583,5462,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606895713-2585,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606895718-2588,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606895728-2591,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606895734-2594,15229,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Furnished
1606895741-2597,12650,Apartment for Rent,3,3,2,200,"Labone, Accra, Ghana",Listed,Furnished
1606895746-2600,10867,Apartment for Rent,3,3,2,216,"Shiashie, Accra, Ghana",Listed,Not Furnished
1606895750-2602,17825,Apartment for Rent,3,4,2,220,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606895760-2606,9142,Apartment for Rent,2,2,0,75,"Osu ,Accra,Ghana",Listed,Furnished
1606895766-2609,12650,Apartment for Rent,2,3,0,120,"Labone, Accra, Ghana",Listed,Not Furnished
1606895770-2612,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606895774-2615,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606895780-2618,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606895787-2620,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606895794-2623,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606895800-2626,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606895818-2631,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606895823-2635,5462,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606895830-2638,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606895839-2641,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606895844-2642,15229,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Furnished
1606895851-2645,12650,Apartment for Rent,3,3,2,200,"Labone, Accra, Ghana",Listed,Furnished
1606895858-2649,17825,Apartment for Rent,3,4,2,220,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606895862-2651,10867,Apartment for Rent,3,3,2,216,"Shiashie, Accra, Ghana",Listed,Not Furnished
1606895871-2654,9142,Apartment for Rent,2,2,0,75,"Osu ,Accra,Ghana",Listed,Furnished
1606895877-2657,12650,Apartment for Rent,2,3,0,120,"Labone, Accra, Ghana",Listed,Not Furnished
1606895885-2659,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606895890-2661,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606895897-2664,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606895904-2667,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606895911-2670,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606895918-2673,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606895934-2680,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606895942-2682,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606895949-2685,15229,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Furnished
1606895957-2688,17825,Apartment for Rent,3,4,2,220,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606895964-2691,12650,Apartment for Rent,3,3,2,200,"Labone, Accra, Ghana",Listed,Furnished
1606895970-2694,10867,Apartment for Rent,3,3,2,216,"Shiashie, Accra, Ghana",Listed,Not Furnished
1606895977-2696,9142,Apartment for Rent,2,2,0,75,"Osu ,Accra,Ghana",Listed,Furnished
1606895985-2699,12650,Apartment for Rent,2,3,0,120,"Labone, Accra, Ghana",Listed,Not Furnished
1606895996-2704,23000,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606896009-2708,16963,Apartment for Rent,1,1,0,51,"Airport Area,Accra,Ghana",Listed,Furnished
1606896016-2710,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606896022-2712,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606896030-2715,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606896036-2718,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606896041-2720,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606896049-2723,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606896071-2728,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606896076-2730,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606896080-2733,15229,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Furnished
1606896084-2736,12650,Apartment for Rent,3,3,2,200,"Labone, Accra, Ghana",Listed,Furnished
1606896090-2739,17825,Apartment for Rent,3,4,2,220,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606896095-2741,10867,Apartment for Rent,3,3,2,216,"Shiashie, Accra, Ghana",Listed,Not Furnished
1606896099-2744,9142,Apartment for Rent,2,2,0,75,"Osu ,Accra,Ghana",Listed,Furnished
1606896106-2746,12650,Apartment for Rent,2,3,0,120,"Labone, Accra, Ghana",Listed,Not Furnished
1606896115-2750,23000,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606896123-2753,16963,Apartment for Rent,1,1,0,51,"Airport Area,Accra,Ghana",Listed,Furnished
1606896129-2756,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606896134-2759,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606896141-2761,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606896150-2764,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606896154-2767,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606896161-2769,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606896185-2778,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606896193-2781,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606896200-2784,15229,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Furnished
1606896206-2787,12650,Apartment for Rent,3,3,2,200,"Labone, Accra, Ghana",Listed,Furnished
1606896213-2790,17825,Apartment for Rent,3,4,2,220,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606896221-2793,10867,Apartment for Rent,3,3,2,216,"Shiashie, Accra, Ghana",Listed,Not Furnished
1606896229-2795,9142,Apartment for Rent,2,2,0,75,"Osu ,Accra,Ghana",Listed,Furnished
1606896238-2798,12650,Apartment for Rent,2,3,0,120,"Labone, Accra, Ghana",Listed,Not Furnished
1606896246-2801,23000,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606896255-2804,16963,Apartment for Rent,1,1,0,51,"Airport Area,Accra,Ghana",Listed,Furnished
1606896261-2807,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606896275-2812,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606896281-2814,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606896287-2816,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606896291-2819,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606896296-2822,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606896316-2827,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606896320-2830,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606896328-2834,15229,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Furnished
1606896331-2836,10867,Apartment for Rent,3,3,2,216,"Shiashie, Accra, Ghana",Listed,Not Furnished
1606896338-2839,17825,Apartment for Rent,3,4,2,220,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606896345-2842,12650,Apartment for Rent,3,3,2,200,"Labone, Accra, Ghana",Listed,Furnished
1606896353-2845,12650,Apartment for Rent,2,3,0,120,"Labone, Accra, Ghana",Listed,Not Furnished
1606896363-2849,9142,Apartment for Rent,2,2,0,75,"Osu ,Accra,Ghana",Listed,Furnished
1606896370-2852,23000,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606896379-2855,16963,Apartment for Rent,1,1,0,51,"Airport Area,Accra,Ghana",Listed,Furnished
1606896386-2858,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606896391-2860,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606896394-2863,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606896400-2866,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606896408-2868,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606896415-2869,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606896438-2875,13597,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606896441-2876,14317,Apartment for Rent,4,4,3,265,Cantoment accra,Listed,Not Furnished
1606896447-2878,15229,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Furnished
1606896456-2880,12650,Apartment for Rent,3,3,2,200,"Labone, Accra, Ghana",Listed,Furnished
1606896463-2883,17825,Apartment for Rent,3,4,2,220,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606896476-2886,10867,Apartment for Rent,3,3,2,216,"Shiashie, Accra, Ghana",Listed,Not Furnished
1606896483-2887,9142,Apartment for Rent,2,2,0,75,"Osu ,Accra,Ghana",Listed,Furnished
1606896493-2890,12650,Apartment for Rent,2,3,0,120,"Labone, Accra, Ghana",Listed,Not Furnished
1606896500-2893,23000,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606896507-2896,16963,Apartment for Rent,1,1,0,51,"Airport Area,Accra,Ghana",Listed,Furnished
1606896516-2900,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606896523-2902,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606896532-2905,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606896539-2909,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606896547-2912,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606896556-2914,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606896578-2920,9142,Apartment for Rent,2,2,0,75,"Osu ,Accra,Ghana",Listed,Furnished
1606896586-2923,23000,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606896593-2926,16963,Apartment for Rent,1,1,0,51,"Airport Area,Accra,Ghana",Listed,Furnished
1606896600-2929,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606896607-2932,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606896624-2938,9790,Apartment for Rent,2,2,2,105,Cantoment accra,Listed,Not Furnished
1606896634-2942,11966,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Furnished
1606896641-2944,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606896656-2947,7150,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606896668-2950,20700,Apartment for Rent,3,3,1,216,"Labone, Accra, Ghana",Listed,Furnished
1606896676-2953,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606896681-2955,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606896688-2958,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606896695-2961,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606896705-2964,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606896713-2967,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606896737-2974,9142,Apartment for Rent,2,2,0,75,"Osu ,Accra,Ghana",Listed,Furnished
1606896745-2977,23000,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606896755-2981,16963,Apartment for Rent,1,1,0,51,"Airport Area,Accra,Ghana",Listed,Furnished
1606896761-2984,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606896767-2987,9790,Apartment for Rent,2,2,2,105,Cantoment accra,Listed,Not Furnished
1606896775-2990,11966,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Furnished
1606896781-2993,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606896793-2996,7150,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606896800-2999,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606896807-3002,20700,Apartment for Rent,3,3,1,216,"Labone, Accra, Ghana",Listed,Furnished
1606896814-3005,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606896821-3008,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606896829-3011,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606896837-3014,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606896844-3017,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606896852-3020,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606896870-3025,12650,Apartment for Rent,2,3,0,120,"Labone, Accra, Ghana",Listed,Not Furnished
1606896877-3028,23000,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606896884-3031,16963,Apartment for Rent,1,1,0,51,"Airport Area,Accra,Ghana",Listed,Furnished
1606896895-3034,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606896904-3037,9790,Apartment for Rent,2,2,2,105,Cantoment accra,Listed,Not Furnished
1606896913-3041,11966,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Furnished
1606896923-3044,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606896932-3048,7150,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606896937-3051,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606896946-3054,20700,Apartment for Rent,3,3,1,216,"Labone, Accra, Ghana",Listed,Furnished
1606896952-3057,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606896958-3060,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606896966-3062,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606896973-3065,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606896982-3069,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606896991-3072,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606897009-3077,9142,Apartment for Rent,2,2,0,75,"Osu ,Accra,Ghana",Listed,Furnished
1606897017-3081,23000,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606897024-3083,16963,Apartment for Rent,1,1,0,51,"Airport Area,Accra,Ghana",Listed,Furnished
1606897033-3086,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606897040-3089,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606897048-3091,9790,Apartment for Rent,2,2,2,105,Cantoment accra,Listed,Not Furnished
1606897055-3093,11966,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Furnished
1606897063-3096,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606897070-3099,7150,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606897076-3102,20700,Apartment for Rent,3,3,1,216,"Labone, Accra, Ghana",Listed,Furnished
1606897083-3105,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606897092-3108,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606897100-3111,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606897107-3114,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606897117-3117,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606897127-3120,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606897142-3126,16963,Apartment for Rent,1,1,0,51,"Airport Area,Accra,Ghana",Listed,Furnished
1606897147-3129,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606897154-3132,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606897161-3135,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606897168-3138,20700,Apartment for Rent,3,3,1,216,"Labone, Accra, Ghana",Listed,Furnished
1606897177-3141,7420,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606897196-3146,20125,Apartment for Rent,2,2,0,220,Cantoment accra,Listed,Furnished
1606897201-3149,9790,Apartment for Rent,2,2,2,105,Cantoment accra,Listed,Not Furnished
1606897211-3152,11966,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Furnished
1606897222-3156,7150,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606897231-3158,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606897250-3161,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606897258-3163,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606897262-3164,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606897271-3167,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606897278-3169,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606897294-3175,16963,Apartment for Rent,1,1,0,51,"Airport Area,Accra,Ghana",Listed,Furnished
1606897301-3177,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606897308-3181,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606897318-3185,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606897327-3188,20700,Apartment for Rent,3,3,1,216,"Labone, Accra, Ghana",Listed,Furnished
1606897334-3191,7420,Apartment for Rent,1,2,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606897343-3195,20125,Apartment for Rent,2,2,0,220,Cantoment accra,Listed,Furnished
1606897350-3197,9790,Apartment for Rent,2,2,2,105,Cantoment accra,Listed,Not Furnished
1606897361-3201,11966,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Furnished
1606897370-3204,7150,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606897384-3209,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606897391-3212,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606897399-3215,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606897407-3218,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606897417-3221,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
